order_id,product_id,quantity,unit_price
O00001322,P0068,3,664.95
O00001322,P0022,2,724.91
O00001322,P0232,2,1004.13
O00001323,P0041,2,1610.53
O00001324,P0006,1,1175.55
O00001324,P0114,1,1864.14
O00001324,P0092,3,1379.51
O00001324,P0214,3,2075.44
O00001325,P0201,2,684.71
O00001326,P0097,2,710.37
O00001326,P0199,2,936.25
O00001326,P0053,3,765.5
O00001327,P0011,2,1385.57
O00001327,P0024,2,2386.21
O00001327,P0181,1,527.96
O00001327,P0149,1,874.8
O00001328,P0210,2,1036.19
O00001328,P0156,3,3409.06
O00001329,P0196,1,1927.03
O00001329,P0030,2,834.57
O00001329,P0170,1,847.9
O00001330,P0097,1,710.37
O00001330,P0139,3,1447.46
O00001330,P0084,2,1196.56
O00001330,P0180,1,1202.34
O00001331,P0116,3,518.92
O00001331,P0034,3,574.52
O00001332,P0153,3,831.71
O00001333,P0224,2,1051.81
O00001333,P0180,1,1202.34
O00001333,P0019,2,1268.11
O00001333,P0176,3,1258.27
O00001334,P0230,3,1302.25
O00001335,P0238,3,1672.82
O00001335,P0132,1,753.68
O00001336,P0058,1,821.51
O00001336,P0081,3,875.65
O00001337,P0203,3,1627.91
O00001337,P0030,2,834.57
O00001337,P0029,2,1280.8
O00001337,P0052,1,3026.72
O00001338,P0008,2,1423.83
O00001338,P0200,2,1198.68
O00001338,P0042,3,944.98
O00001339,P0061,2,2013.33
O00001339,P0190,1,1139.81
O00001340,P0083,1,774.56
O00001340,P0180,3,1202.34
O00001340,P0160,2,1207.7
O00001340,P0202,1,1300.21
O00001341,P0137,2,1059.36
O00001341,P0234,2,907.05
O00001342,P0097,3,710.37
O00001342,P0222,1,2046.51
O00001343,P0175,1,756.22
O00001343,P0035,2,1150.72
O00001344,P0157,3,2062.37
O00001344,P0202,2,1300.21
O00001344,P0148,3,1690.43
O00001344,P0034,3,574.52
O00001345,P0096,3,1297.17
O00001346,P0049,3,1238.18
O00001346,P0026,1,815.52
O00001346,P0142,3,1695.34
O00001346,P0220,3,1349.18
O00001347,P0133,2,1209.76
O00001348,P0209,2,1309.78
O00001348,P0005,3,1040.13
O00001348,P0009,2,857.42
O00001349,P0065,2,2491.47
O00001349,P0203,3,1627.91
O00001350,P0123,3,766.79
O00001351,P0212,1,1029.88
O00001351,P0051,3,2148.96
O00001351,P0091,3,1277.43
O00001351,P0145,1,588.81
O00001352,P0154,2,1649.69
O00001353,P0079,2,1078.04
O00001354,P0162,1,579.09
O00001355,P0228,2,4068.51
O00001355,P0046,1,1011.73
O00001355,P0181,3,527.96
O00001355,P0138,1,987.18
O00001356,P0046,3,1011.73
O00001356,P0178,1,1011.58
O00001357,P0049,3,1238.18
O00001358,P0029,3,1280.8
O00001359,P0053,2,765.5
O00001359,P0031,2,966.55
O00001359,P0028,3,1194.55
O00001359,P0090,1,1574.98
O00001360,P0144,1,2246.63
O00001360,P0028,1,1194.55
O00001361,P0119,3,899.61
O00001361,P0202,1,1300.21
O00001361,P0225,1,1244.06
O00001361,P0188,2,3691.66
O00001362,P0221,2,2092.04
O00001362,P0152,2,1585.12
O00001362,P0143,2,2545.28
O00001362,P0137,2,1059.36
O00001363,P0123,3,766.79
O00001363,P0187,3,994.17
O00001363,P0007,1,1207.1
O00001364,P0178,3,1011.58
O00001364,P0154,1,1649.69
O00001364,P0088,3,3017.91
O00001365,P0080,1,557.04
O00001365,P0043,2,1391.43
O00001366,P0221,3,2092.04
O00001366,P0068,1,664.95
O00001367,P0174,1,1102.11
O00001368,P0067,1,753.87
O00001368,P0033,2,2028.39
O00001369,P0223,1,803.39
O00001369,P0078,2,1105.87
O00001370,P0192,1,1173.24
O00001371,P0073,1,985.75
O00001371,P0144,3,2246.63
O00001371,P0064,1,2785.68
O00001371,P0119,3,899.61
O00001372,P0232,3,1004.13
O00001373,P0081,1,875.65
O00001373,P0057,2,1673.01
O00001373,P0097,2,710.37
O00001374,P0090,2,1574.98
O00001374,P0161,2,583.24
O00001375,P0057,3,1673.01
O00001375,P0230,1,1302.25
O00001375,P0079,1,1078.04
O00001376,P0146,1,1090.97
O00001376,P0192,1,1173.24
O00001376,P0111,1,1340.4
O00001376,P0071,1,1400.47
O00001377,P0226,2,785.98
O00001378,P0182,3,959.41
O00001379,P0130,2,2720.58
O00001379,P0043,2,1391.43
O00001380,P0043,1,1391.43
O00001380,P0106,1,937.09
O00001381,P0150,3,2411.03
O00001381,P0081,2,875.65
O00001381,P0139,2,1447.46
O00001381,P0061,3,2013.33
O00001382,P0215,2,1893.08
O00001382,P0234,3,907.05
O00001382,P0008,1,1423.83
O00001382,P0009,2,857.42
O00001383,P0069,1,3449.12
O00001383,P0043,1,1391.43
O00001384,P0085,3,727.77
O00001384,P0088,1,3017.91
O00001384,P0042,1,944.98
O00001385,P0142,1,1695.34
O00001385,P0183,2,1537.83
O00001385,P0087,2,1200.61
O00001385,P0233,1,1451.4
O00001386,P0109,3,996.17
O00001386,P0145,1,588.81
O00001387,P0165,2,1939.7
O00001387,P0111,2,1340.4
O00001388,P0055,2,1366.47
O00001388,P0149,3,874.8
O00001388,P0114,1,1864.14
O00001389,P0031,3,966.55
O00001389,P0237,1,1098.27
O00001390,P0089,3,1013.84
O00001391,P0046,2,1011.73
O00001392,P0022,1,724.91
O00001392,P0189,3,922.16
O00001393,P0142,3,1695.34
O00001393,P0066,3,1366.37
O00001394,P0224,2,1051.81
O00001394,P0109,1,996.17
O00001395,P0121,2,1121.76
O00001395,P0031,1,966.55
O00001395,P0058,2,821.51
O00001396,P0004,3,801.94
O00001396,P0104,3,1858.84
O00001397,P0089,1,1013.84
O00001398,P0098,2,1030.77
O00001398,P0136,2,427.26
O00001399,P0144,3,2246.63
O00001399,P0069,3,3449.12
O00001399,P0143,1,2545.28
O00001400,P0172,3,1112.76
O00001400,P0084,1,1196.56
O00001401,P0125,3,283.73
O00001401,P0085,1,727.77
O00001402,P0036,3,992.47
O00001402,P0186,3,1575.53
O00001402,P0008,1,1423.83
O00001402,P0013,3,4019.93
O00001403,P0061,2,2013.33
O00001403,P0189,2,922.16
O00001403,P0024,3,2386.21
O00001403,P0070,1,1647.58
O00001404,P0232,2,1004.13
O00001404,P0120,1,784.1
O00001405,P0238,3,1672.82
O00001405,P0101,2,869.15
O00001406,P0237,3,1098.27
O00001406,P0157,1,2062.37
O00001406,P0158,2,3926.03
O00001407,P0076,2,3072.66
O00001408,P0098,2,1030.77
O00001408,P0143,1,2545.28
O00001408,P0200,3,1198.68
O00001408,P0217,2,2241.21
O00001409,P0217,3,2241.21
O00001410,P0109,1,996.17
O00001410,P0176,1,1258.27
O00001410,P0208,1,1407.34
O00001411,P0232,1,1004.13
O00001412,P0035,3,1150.72
O00001412,P0040,2,858.36
O00001412,P0069,1,3449.12
O00001413,P0196,3,1927.03
O00001413,P0217,3,2241.21
O00001413,P0226,2,785.98
O00001414,P0158,2,3926.03
O00001414,P0048,2,981.25
O00001415,P0079,2,1078.04
O00001415,P0099,2,1110.16
O00001415,P0042,3,944.98
O00001416,P0189,2,922.16
O00001417,P0091,3,1277.43
O00001418,P0162,1,579.09
O00001418,P0128,2,472.1
O00001418,P0100,3,1204.25
O00001418,P0200,3,1198.68
O00001419,P0225,2,1244.06
O00001419,P0029,2,1280.8
O00001419,P0096,2,1297.17
O00001419,P0221,1,2092.04
O00001420,P0197,1,2021.41
O00001420,P0067,3,753.87
O00001420,P0222,2,2046.51
O00001421,P0001,2,1576.72
O00001421,P0029,3,1280.8
O00001422,P0037,1,662.52
O00001423,P0053,3,765.5
O00001423,P0153,1,831.71
O00001423,P0099,1,1110.16
O00001424,P0236,3,730.24
O00001424,P0102,3,2356.27
O00001425,P0009,2,857.42
O00001425,P0012,2,571.27
O00001425,P0136,3,427.26
O00001425,P0081,1,875.65
O00001426,P0055,2,1366.47
O00001426,P0151,2,770.75
O00001426,P0015,2,1930.97
O00001427,P0239,2,1314.56
O00001427,P0047,1,1354.26
O00001427,P0152,2,1585.12
O00001427,P0191,1,736.76
O00001428,P0205,2,600.42
O00001428,P0135,3,1388.12
O00001428,P0156,3,3409.06
O00001429,P0104,2,1858.84
O00001429,P0239,1,1314.56
O00001429,P0054,2,419.18
O00001429,P0188,3,3691.66
O00001430,P0045,3,1012.2
O00001430,P0216,2,2967.22
O00001431,P0234,1,907.05
O00001432,P0201,2,684.71
O00001432,P0031,2,966.55
O00001432,P0010,2,2175.92
O00001432,P0028,3,1194.55
O00001433,P0240,3,1359.96
O00001433,P0136,2,427.26
O00001434,P0068,2,664.95
O00001434,P0079,3,1078.04
O00001434,P0016,3,1036.88
O00001434,P0122,2,1374.87
O00001435,P0195,3,3036.5
O00001435,P0001,1,1576.72
O00001435,P0011,3,1385.57
O00001436,P0089,3,1013.84
O00001436,P0005,2,1040.13
O00001436,P0093,1,616.35
O00001437,P0217,3,2241.21
O00001437,P0042,2,944.98
O00001437,P0080,2,557.04
O00001437,P0188,1,3691.66
O00001438,P0233,3,1451.4
O00001438,P0101,1,869.15
O00001438,P0181,2,527.96
O00001439,P0147,3,1263.88
O00001440,P0011,3,1385.57
O00001440,P0065,3,2491.47
O00001440,P0226,1,785.98
O00001440,P0080,2,557.04
O00001441,P0142,1,1695.34
O00001441,P0228,1,4068.51
O00001441,P0162,1,579.09
O00001441,P0002,3,775.4
O00001442,P0067,2,753.87
O00001443,P0041,1,1610.53
O00001443,P0212,2,1029.88
O00001443,P0238,3,1672.82
O00001444,P0001,1,1576.72
O00001444,P0126,1,739.47
O00001445,P0093,3,616.35
O00001446,P0223,1,803.39
O00001446,P0062,1,2524.52
O00001446,P0160,1,1207.7
O00001446,P0022,1,724.91
O00001447,P0021,3,1132.03
O00001447,P0169,3,1249.31
O00001447,P0220,3,1349.18
O00001447,P0042,2,944.98
O00001448,P0158,3,3926.03
O00001448,P0155,3,293.12
O00001449,P0078,2,1105.87
O00001449,P0193,2,1193.75
O00001449,P0144,2,2246.63
O00001450,P0092,3,1379.51
O00001450,P0189,1,922.16
O00001450,P0154,3,1649.69
O00001450,P0095,1,4631.07
O00001451,P0145,3,588.81
O00001452,P0009,3,857.42
O00001452,P0080,3,557.04
O00001453,P0148,3,1690.43
O00001453,P0006,2,1175.55
O00001453,P0239,1,1314.56
O00001454,P0030,2,834.57
O00001454,P0179,2,1949.16
O00001455,P0184,2,496.43
O00001455,P0039,3,1343.69
O00001455,P0107,1,2298.13
O00001455,P0007,2,1207.1
O00001456,P0201,1,684.71
O00001456,P0038,3,1347.65
O00001456,P0082,2,1125.87
O00001457,P0227,3,1479.18
O00001458,P0228,3,4068.51
O00001459,P0060,1,1273.56
O00001459,P0177,2,1093.64
O00001460,P0227,2,1479.18
O00001460,P0236,3,730.24
O00001460,P0183,3,1537.83
O00001461,P0032,2,1633.29
O00001461,P0178,2,1011.58
O00001462,P0118,3,888.91
O00001462,P0112,3,1006.06
O00001463,P0188,3,3691.66
O00001463,P0150,3,2411.03
O00001463,P0233,2,1451.4
O00001463,P0048,1,981.25
O00001464,P0155,2,293.12
O00001465,P0098,1,1030.77
O00001465,P0227,2,1479.18
O00001466,P0146,2,1090.97
O00001466,P0046,3,1011.73
O00001466,P0010,2,2175.92
O00001466,P0181,2,527.96
O00001467,P0172,3,1112.76
O00001467,P0061,2,2013.33
O00001467,P0052,3,3026.72
O00001468,P0149,3,874.8
O00001468,P0038,3,1347.65
O00001469,P0111,2,1340.4
O00001470,P0026,1,815.52
O00001471,P0206,1,633.65
O00001471,P0152,1,1585.12
O00001471,P0054,1,419.18
O00001471,P0013,3,4019.93
O00001472,P0214,3,2075.44
O00001472,P0186,3,1575.53
O00001472,P0006,2,1175.55
O00001473,P0164,3,810.27
O00001473,P0174,1,1102.11
O00001474,P0081,1,875.65
O00001474,P0071,2,1400.47
O00001474,P0016,1,1036.88
O00001475,P0076,1,3072.66
O00001475,P0029,3,1280.8
O00001475,P0038,3,1347.65
O00001476,P0002,1,775.4
O00001476,P0190,3,1139.81
O00001476,P0235,3,2572.91
O00001477,P0119,3,899.61
O00001477,P0056,2,783.95
O00001478,P0118,2,888.91
O00001479,P0200,1,1198.68
O00001480,P0043,3,1391.43
O00001480,P0014,1,1837.14
O00001480,P0214,2,2075.44
O00001481,P0054,2,419.18
O00001481,P0087,3,1200.61
O00001482,P0020,3,1092.34
O00001482,P0144,1,2246.63
O00001483,P0035,2,1150.72
O00001483,P0210,2,1036.19
O00001484,P0083,2,774.56
O00001485,P0151,1,770.75
O00001485,P0207,1,522.65
O00001485,P0185,3,1397.72
O00001485,P0229,3,1415.09
O00001486,P0159,1,2800.5
O00001486,P0168,3,4016.82
O00001486,P0186,1,1575.53
O00001487,P0137,2,1059.36
O00001488,P0136,2,427.26
O00001488,P0223,1,803.39
O00001488,P0016,1,1036.88
O00001488,P0232,1,1004.13
O00001489,P0065,2,2491.47
O00001490,P0017,3,1200.97
O00001490,P0222,2,2046.51
O00001491,P0159,3,2800.5
O00001492,P0240,2,1359.96
O00001492,P0213,2,1451.45
O00001493,P0196,2,1927.03
O00001493,P0064,1,2785.68
O00001493,P0197,1,2021.41
O00001494,P0171,1,881.55
O00001494,P0016,3,1036.88
O00001494,P0064,3,2785.68
O00001494,P0097,3,710.37
O00001495,P0022,1,724.91
O00001495,P0235,2,2572.91
O00001496,P0104,2,1858.84
O00001496,P0161,2,583.24
O00001497,P0027,1,949.2
O00001498,P0204,2,2640.45
O00001498,P0115,3,1376.59
O00001498,P0176,3,1258.27
O00001499,P0121,3,1121.76
O00001499,P0098,2,1030.77
O00001500,P0006,3,1175.55
O00001500,P0103,1,2083.49
O00001501,P0165,2,1939.7
O00001501,P0236,1,730.24
O00001501,P0181,1,527.96
O00001501,P0075,2,1506.14
O00001502,P0193,3,1193.75
O00001502,P0083,1,774.56
O00001503,P0240,3,1359.96
O00001503,P0098,3,1030.77
O00001503,P0185,1,1397.72
O00001503,P0095,3,4631.07
O00001504,P0159,3,2800.5
O00001504,P0005,2,1040.13
O00001505,P0046,1,1011.73
O00001505,P0222,3,2046.51
O00001505,P0177,3,1093.64
O00001505,P0176,1,1258.27
O00001506,P0224,2,1051.81
O00001506,P0098,3,1030.77
O00001506,P0145,2,588.81
O00001507,P0198,1,806.51
O00001507,P0113,1,1180.61
O00001507,P0151,1,770.75
O00001508,P0211,2,1024.95
O00001508,P0041,1,1610.53
O00001508,P0114,3,1864.14
O00001508,P0217,3,2241.21
O00001509,P0043,1,1391.43
O00001510,P0162,2,579.09
O00001511,P0046,2,1011.73
O00001511,P0067,1,753.87
O00001512,P0124,3,788.45
O00001512,P0104,3,1858.84
O00001512,P0177,3,1093.64
O00001512,P0180,3,1202.34
O00001513,P0099,2,1110.16
O00001513,P0053,2,765.5
O00001513,P0088,2,3017.91
O00001513,P0118,3,888.91
O00001514,P0099,3,1110.16
O00001514,P0007,2,1207.1
O00001514,P0057,3,1673.01
O00001515,P0214,2,2075.44
O00001515,P0005,3,1040.13
O00001515,P0160,3,1207.7
O00001516,P0170,2,847.9
O00001516,P0044,1,1236.69
O00001516,P0210,3,1036.19
O00001517,P0072,1,2571.49
O00001517,P0113,2,1180.61
O00001517,P0058,3,821.51
O00001518,P0170,2,847.9
O00001518,P0091,1,1277.43
O00001518,P0163,2,1029.98
O00001518,P0223,3,803.39
O00001519,P0057,1,1673.01
O00001520,P0144,2,2246.63
O00001520,P0186,2,1575.53
O00001521,P0141,2,1651.79
O00001522,P0179,3,1949.16
O00001523,P0051,3,2148.96
O00001523,P0207,3,522.65
O00001523,P0210,1,1036.19
O00001523,P0189,2,922.16
O00001524,P0168,3,4016.82
O00001524,P0084,1,1196.56
O00001524,P0209,2,1309.78
O00001524,P0204,2,2640.45
O00001525,P0143,1,2545.28
O00001525,P0110,2,658.22
O00001526,P0026,1,815.52
O00001526,P0172,2,1112.76
O00001526,P0191,1,736.76
O00001526,P0140,2,535.53
O00001527,P0023,1,1915.99
O00001527,P0030,2,834.57
O00001527,P0156,2,3409.06
O00001528,P0237,1,1098.27
O00001528,P0038,3,1347.65
O00001528,P0002,3,775.4
O00001529,P0135,1,1388.12
O00001530,P0131,2,1290.84
O00001530,P0224,2,1051.81
O00001530,P0201,1,684.71
O00001531,P0170,3,847.9
O00001532,P0237,1,1098.27
O00001532,P0084,2,1196.56
O00001532,P0149,3,874.8
O00001533,P0035,2,1150.72
O00001533,P0046,3,1011.73
O00001533,P0240,3,1359.96
O00001534,P0054,2,419.18
O00001534,P0232,2,1004.13
O00001534,P0135,3,1388.12
O00001534,P0174,2,1102.11
O00001535,P0175,3,756.22
O00001535,P0059,1,1612.68
O00001535,P0075,3,1506.14
O00001536,P0102,2,2356.27
O00001537,P0016,2,1036.88
O00001538,P0224,3,1051.81
O00001538,P0210,3,1036.19
O00001539,P0106,1,937.09
O00001539,P0196,1,1927.03
O00001540,P0195,3,3036.5
O00001540,P0017,2,1200.97
O00001540,P0193,3,1193.75
O00001540,P0095,1,4631.07
O00001541,P0012,1,571.27
O00001541,P0029,3,1280.8
O00001541,P0148,1,1690.43
O00001541,P0037,2,662.52
O00001542,P0018,3,864.14
O00001543,P0182,3,959.41
O00001543,P0224,1,1051.81
O00001543,P0156,3,3409.06
O00001544,P0027,2,949.2
O00001544,P0145,1,588.81
O00001545,P0114,2,1864.14
O00001545,P0012,1,571.27
O00001545,P0180,2,1202.34
O00001545,P0119,1,899.61
O00001546,P0024,2,2386.21
O00001546,P0080,2,557.04
O00001546,P0225,2,1244.06
O00001547,P0169,3,1249.31
O00001547,P0044,2,1236.69
O00001547,P0041,2,1610.53
O00001548,P0058,1,821.51
O00001548,P0059,3,1612.68
O00001549,P0088,3,3017.91
O00001549,P0201,1,684.71
O00001549,P0092,2,1379.51
O00001549,P0049,3,1238.18
O00001550,P0005,2,1040.13
O00001550,P0002,3,775.4
O00001550,P0009,2,857.42
O00001551,P0194,2,3144.78
O00001551,P0121,2,1121.76
O00001551,P0136,3,427.26
O00001552,P0139,1,1447.46
O00001552,P0105,2,720.0
O00001553,P0041,1,1610.53
O00001553,P0145,2,588.81
O00001553,P0058,3,821.51
O00001553,P0068,2,664.95
O00001554,P0180,1,1202.34
O00001554,P0037,3,662.52
O00001554,P0010,3,2175.92
O00001554,P0112,1,1006.06
O00001555,P0114,1,1864.14
O00001556,P0036,3,992.47
O00001556,P0167,1,944.72
O00001556,P0207,2,522.65
O00001556,P0113,3,1180.61
O00001557,P0168,3,4016.82
O00001557,P0060,3,1273.56
O00001558,P0097,3,710.37
O00001558,P0209,1,1309.78
O00001558,P0080,3,557.04
O00001558,P0218,1,2040.03
O00001559,P0092,1,1379.51
O00001559,P0125,1,283.73
O00001560,P0170,3,847.9
O00001560,P0070,2,1647.58
O00001560,P0234,2,907.05
O00001561,P0003,3,951.02
O00001561,P0170,2,847.9
O00001561,P0043,2,1391.43
O00001561,P0109,2,996.17
O00001562,P0077,2,943.45
O00001562,P0180,2,1202.34
O00001563,P0153,1,831.71
O00001563,P0131,3,1290.84
O00001563,P0060,3,1273.56
O00001563,P0119,3,899.61
O00001564,P0027,1,949.2
O00001564,P0150,3,2411.03
O00001565,P0028,3,1194.55
O00001566,P0035,2,1150.72
O00001567,P0130,1,2720.58
O00001567,P0154,3,1649.69
O00001568,P0204,1,2640.45
O00001568,P0150,1,2411.03
O00001569,P0167,3,944.72
O00001569,P0037,3,662.52
O00001570,P0213,3,1451.45
O00001570,P0089,1,1013.84
O00001570,P0176,3,1258.27
O00001570,P0237,1,1098.27
O00001571,P0181,3,527.96
O00001571,P0239,1,1314.56
O00001571,P0051,3,2148.96
O00001571,P0024,1,2386.21
O00001572,P0204,2,2640.45
O00001572,P0124,3,788.45
O00001572,P0223,3,803.39
O00001573,P0019,3,1268.11
O00001574,P0116,3,518.92
O00001574,P0193,2,1193.75
O00001574,P0043,3,1391.43
O00001575,P0216,2,2967.22
O00001575,P0059,3,1612.68
O00001575,P0106,3,937.09
O00001575,P0179,2,1949.16
O00001576,P0122,2,1374.87
O00001576,P0240,2,1359.96
O00001576,P0144,2,2246.63
O00001577,P0047,2,1354.26
O00001577,P0063,3,453.02
O00001577,P0155,2,293.12
O00001577,P0059,2,1612.68
O00001578,P0108,3,753.42
O00001578,P0140,1,535.53
O00001578,P0014,2,1837.14
O00001578,P0015,1,1930.97
O00001579,P0064,2,2785.68
O00001580,P0195,1,3036.5
O00001580,P0060,2,1273.56
O00001580,P0094,1,522.32
O00001581,P0239,3,1314.56
O00001581,P0060,3,1273.56
O00001582,P0170,3,847.9
O00001582,P0102,1,2356.27
O00001583,P0009,2,857.42
O00001584,P0143,3,2545.28
O00001584,P0138,3,987.18
O00001584,P0041,3,1610.53
O00001584,P0073,3,985.75
O00001585,P0200,3,1198.68
O00001585,P0198,3,806.51
O00001585,P0066,3,1366.37
O00001585,P0227,2,1479.18
O00001586,P0018,3,864.14
O00001586,P0027,3,949.2
O00001587,P0162,1,579.09
O00001587,P0109,2,996.17
O00001587,P0014,1,1837.14
O00001587,P0006,1,1175.55
O00001588,P0067,3,753.87
O00001588,P0017,2,1200.97
O00001588,P0035,2,1150.72
O00001589,P0114,3,1864.14
O00001589,P0088,1,3017.91
O00001589,P0200,1,1198.68
O00001589,P0015,3,1930.97
O00001590,P0172,3,1112.76
O00001591,P0089,1,1013.84
O00001591,P0141,2,1651.79
O00001592,P0135,1,1388.12
O00001592,P0107,1,2298.13
O00001592,P0118,2,888.91
O00001592,P0162,3,579.09
O00001593,P0210,3,1036.19
O00001594,P0193,3,1193.75
O00001594,P0080,1,557.04
O00001594,P0077,1,943.45
O00001595,P0081,2,875.65
O00001595,P0021,3,1132.03
O00001595,P0012,1,571.27
O00001595,P0015,3,1930.97
O00001596,P0212,2,1029.88
O00001596,P0036,1,992.47
O00001596,P0208,3,1407.34
O00001597,P0018,1,864.14
O00001597,P0012,1,571.27
O00001597,P0130,2,2720.58
O00001597,P0049,3,1238.18
O00001598,P0232,2,1004.13
O00001598,P0148,3,1690.43
O00001598,P0133,3,1209.76
O00001599,P0121,1,1121.76
O00001599,P0007,2,1207.1
O00001599,P0100,1,1204.25
O00001600,P0067,2,753.87
O00001600,P0227,3,1479.18
O00001600,P0145,3,588.81
O00001600,P0055,3,1366.47
O00001601,P0235,3,2572.91
O00001602,P0060,3,1273.56
O00001602,P0186,1,1575.53
O00001602,P0020,2,1092.34
O00001602,P0027,1,949.2
O00001603,P0038,1,1347.65
O00001604,P0153,3,831.71
O00001604,P0138,2,987.18
O00001604,P0079,1,1078.04
O00001604,P0083,3,774.56
O00001605,P0086,3,3093.9
O00001605,P0094,1,522.32
O00001605,P0209,2,1309.78
O00001606,P0175,1,756.22
O00001607,P0194,2,3144.78
O00001608,P0120,2,784.1
O00001609,P0122,3,1374.87
O00001609,P0143,2,2545.28
O00001610,P0059,3,1612.68
O00001610,P0211,2,1024.95
O00001610,P0189,3,922.16
O00001610,P0119,3,899.61
O00001611,P0179,3,1949.16
O00001611,P0012,1,571.27
O00001611,P0120,2,784.1
O00001611,P0202,1,1300.21
O00001612,P0236,3,730.24
O00001612,P0101,1,869.15
O00001613,P0059,3,1612.68
O00001613,P0142,3,1695.34
O00001613,P0076,2,3072.66
O00001614,P0034,2,574.52
O00001614,P0134,3,989.28
O00001615,P0161,3,583.24
O00001615,P0196,2,1927.03
O00001615,P0043,2,1391.43
O00001615,P0093,1,616.35
O00001616,P0079,2,1078.04
O00001616,P0026,3,815.52
O00001616,P0039,3,1343.69
O00001616,P0023,1,1915.99
O00001617,P0146,3,1090.97
O00001617,P0025,1,1618.84
O00001617,P0088,2,3017.91
O00001617,P0141,3,1651.79
O00001618,P0072,3,2571.49
O00001619,P0162,2,579.09
O00001619,P0052,2,3026.72
O00001619,P0127,3,2866.94
O00001619,P0209,3,1309.78
O00001620,P0198,2,806.51
O00001620,P0004,1,801.94
O00001620,P0041,1,1610.53
O00001620,P0037,1,662.52
O00001621,P0018,2,864.14
O00001621,P0033,3,2028.39
O00001621,P0029,2,1280.8
O00001621,P0136,3,427.26
O00001622,P0218,1,2040.03
O00001623,P0200,2,1198.68
O00001623,P0130,3,2720.58
O00001623,P0227,1,1479.18
O00001624,P0223,2,803.39
O00001624,P0005,2,1040.13
O00001625,P0012,1,571.27
O00001625,P0190,1,1139.81
O00001625,P0070,3,1647.58
O00001626,P0183,1,1537.83
O00001626,P0134,1,989.28
O00001626,P0077,2,943.45
O00001627,P0035,1,1150.72
O00001628,P0183,1,1537.83
O00001628,P0115,2,1376.59
O00001628,P0210,1,1036.19
O00001629,P0020,3,1092.34
O00001629,P0061,2,2013.33
O00001629,P0040,2,858.36
O00001630,P0175,2,756.22
O00001631,P0013,1,4019.93
O00001632,P0023,2,1915.99
O00001632,P0193,3,1193.75
O00001632,P0173,3,761.55
O00001633,P0206,1,633.65
O00001634,P0075,1,1506.14
O00001634,P0127,2,2866.94
O00001634,P0192,1,1173.24
O00001634,P0015,3,1930.97
O00001635,P0134,2,989.28
O00001635,P0234,2,907.05
O00001635,P0062,1,2524.52
O00001636,P0113,1,1180.61
O00001636,P0235,3,2572.91
O00001636,P0220,3,1349.18
O00001637,P0144,2,2246.63
O00001637,P0085,1,727.77
O00001638,P0163,3,1029.98
O00001639,P0174,2,1102.11
O00001639,P0060,2,1273.56
O00001640,P0193,3,1193.75
O00001640,P0163,2,1029.98
O00001641,P0183,3,1537.83
O00001642,P0001,2,1576.72
O00001643,P0030,1,834.57
O00001643,P0055,3,1366.47
O00001643,P0090,3,1574.98
O00001644,P0046,1,1011.73
O00001644,P0020,1,1092.34
O00001644,P0222,2,2046.51
O00001644,P0003,1,951.02
O00001645,P0202,3,1300.21
O00001645,P0116,3,518.92
O00001645,P0206,2,633.65
O00001646,P0145,3,588.81
O00001646,P0063,2,453.02
O00001646,P0036,3,992.47
O00001646,P0239,3,1314.56
O00001647,P0239,2,1314.56
O00001647,P0062,3,2524.52
O00001647,P0175,2,756.22
O00001647,P0185,2,1397.72
O00001648,P0131,1,1290.84
O00001648,P0098,1,1030.77
O00001649,P0089,1,1013.84
O00001649,P0067,3,753.87
O00001650,P0041,2,1610.53
O00001651,P0013,1,4019.93
O00001651,P0134,2,989.28
O00001651,P0191,3,736.76
O00001652,P0003,1,951.02
O00001652,P0105,2,720.0
O00001652,P0050,1,2220.64
O00001652,P0151,3,770.75
O00001653,P0038,3,1347.65
O00001653,P0015,1,1930.97
O00001653,P0116,3,518.92
O00001653,P0163,1,1029.98
O00001654,P0037,1,662.52
O00001654,P0016,1,1036.88
O00001654,P0121,1,1121.76
O00001655,P0207,2,522.65
O00001655,P0034,2,574.52
O00001656,P0004,3,801.94
O00001656,P0234,1,907.05
O00001656,P0104,1,1858.84
O00001656,P0122,3,1374.87
O00001657,P0185,1,1397.72
O00001657,P0086,1,3093.9
O00001657,P0085,1,727.77
O00001657,P0046,3,1011.73
O00001658,P0139,3,1447.46
O00001659,P0177,3,1093.64
O00001659,P0209,1,1309.78
O00001660,P0050,2,2220.64
O00001660,P0170,2,847.9
O00001660,P0034,1,574.52
O00001660,P0158,1,3926.03
O00001661,P0030,3,834.57
O00001661,P0056,1,783.95
O00001661,P0133,2,1209.76
O00001661,P0225,2,1244.06
O00001662,P0228,2,4068.51
O00001662,P0126,3,739.47
O00001662,P0178,2,1011.58
O00001663,P0060,2,1273.56
O00001664,P0174,3,1102.11
O00001664,P0196,3,1927.03
O00001665,P0160,1,1207.7
O00001665,P0005,2,1040.13
O00001665,P0054,2,419.18
O00001666,P0217,2,2241.21
O00001666,P0183,1,1537.83
O00001666,P0081,3,875.65
O00001666,P0175,1,756.22
O00001667,P0065,2,2491.47
O00001667,P0080,3,557.04
O00001667,P0106,2,937.09
O00001668,P0162,3,579.09
O00001669,P0136,3,427.26
O00001669,P0162,3,579.09
O00001670,P0127,2,2866.94
