date,campaign_id,channel,spend,impressions,clicks,attributed_sessions,attributed_orders,attributed_revenue,CPC,CTR,CVR,ROAS,CAC_proxy
2025-09-01,C006,search,21335.26,105309,3251,140,2,23123.68,6.56,0.0309,0.0143,1.08,10667.63
2025-09-01,C007,search,17909.25,79220,1962,126,4,42956.25,9.13,0.0248,0.0317,2.4,4477.31
2025-09-01,C008,search,21630.98,100168,4133,140,5,24167.56,5.23,0.0413,0.0357,1.12,4326.2
2025-09-01,C009,paid_social,14008.1,83123,1725,140,3,7954.21,8.12,0.0208,0.0214,0.57,4669.37
2025-09-01,C010,paid_social,20121.52,90953,2001,140,1,2424.49,10.06,0.022,0.0071,0.12,20121.52
2025-09-01,C011,paid_social,13007.49,77400,1529,98,2,7301.900000000001,8.51,0.0198,0.0204,0.56,6503.74
2025-09-01,C012,paid_social,16977.21,85449,1285,101,1,11401.93,13.21,0.015,0.0099,0.67,16977.21
2025-09-01,C013,paid_social,8620.56,44724,508,48,1,6004.09,16.97,0.0114,0.0208,0.7,8620.56
2025-09-01,C014,paid_social,13007.61,63957,913,87,0,0.0,14.25,0.0143,0.0,0.0,0.0
2025-09-01,C015,paid_social,11248.78,59391,1094,91,2,2922.26,10.28,0.0184,0.022,0.26,5624.39
2025-09-01,C016,paid_social,16604.43,86352,1474,87,0,0.0,11.26,0.0171,0.0,0.0,0.0
2025-09-01,C017,email,1657.38,48507,782,63,1,3086.03,2.12,0.0161,0.0159,1.86,1657.38
2025-09-01,C018,email,1056.71,29385,333,34,1,6635.7,3.17,0.0113,0.0294,6.28,1056.71
2025-09-01,C019,email,1457.26,31854,331,22,0,0.0,4.4,0.0104,0.0,0.0,0.0
2025-09-01,C020,email,2490.92,24622,380,30,2,21260.88,6.56,0.0154,0.0667,8.54,1245.46
2025-09-01,C021,email,1505.56,50276,677,55,3,11250.85,2.22,0.0135,0.0545,7.47,501.85
2025-09-01,C022,email,1255.76,41668,591,43,1,1255.73,2.12,0.0142,0.0233,1.0,1255.76
2025-09-01,C023,email,2159.84,44072,831,67,2,19689.1,2.6,0.0189,0.0299,9.12,1079.92
2025-09-01,C024,email,2794.58,23746,439,26,0,0.0,6.37,0.0185,0.0,0.0,0.0
2025-09-01,C025,referral,4590.63,16306,502,50,0,0.0,9.14,0.0308,0.0,0.0,0.0
2025-09-01,C026,referral,3575.64,22600,495,46,2,10721.03,7.22,0.0219,0.0435,3.0,1787.82
2025-09-01,C027,referral,3372.78,19006,179,19,1,10848.73,18.84,0.0094,0.0526,3.22,3372.78
2025-09-01,C028,referral,2990.63,16162,352,28,1,4539.13,8.5,0.0218,0.0357,1.52,2990.63
2025-09-01,C029,referral,4480.25,15305,346,27,1,9435.24,12.95,0.0226,0.037,2.11,4480.25
2025-09-01,C030,referral,3738.11,6137,128,14,2,20442.239999999998,29.2,0.0209,0.1429,5.47,1869.06
2025-09-01,C031,referral,3685.5,21024,378,31,1,7651.63,9.75,0.018,0.0323,2.08,3685.5
2025-09-01,C032,referral,2344.93,7950,162,11,1,3268.29,14.47,0.0204,0.0909,1.39,2344.93
2025-09-01,C033,organic,686.64,96548,1117,113,1,4287.41,0.61,0.0116,0.0088,6.24,686.64
2025-09-01,C034,organic,316.92,49644,560,34,0,0.0,0.57,0.0113,0.0,0.0,0.0
2025-09-01,C035,organic,575.09,68150,875,66,1,8247.27,0.66,0.0128,0.0152,14.34,575.09
2025-09-01,C036,organic,411.01,77973,723,60,0,0.0,0.57,0.0093,0.0,0.0,0.0
2025-09-01,C037,organic,433.08,57631,771,47,0,0.0,0.56,0.0134,0.0,0.0,0.0
2025-09-01,C038,organic,766.87,110916,1779,140,1,7725.37,0.43,0.016,0.0071,10.07,766.87
2025-09-01,C039,organic,503.89,98140,1183,87,1,3855.38,0.43,0.0121,0.0115,7.65,503.89
2025-09-01,C040,organic,459.98,57344,441,32,2,21783.480000000003,1.04,0.0077,0.0625,47.36,229.99
2025-09-02,C001,search,16520.36,69401,2006,140,2,17190.489999999998,8.24,0.0289,0.0143,1.04,8260.18
2025-09-02,C002,search,18329.4,74709,1943,135,4,19724.87,9.43,0.026,0.0296,1.08,4582.35
2025-09-02,C003,search,19524.06,94212,3225,140,6,34918.04,6.05,0.0342,0.0429,1.79,3254.01
2025-09-02,C004,search,24166.26,95142,2021,140,2,13714.48,11.96,0.0212,0.0143,0.57,12083.13
2025-09-02,C005,search,14984.99,57659,1963,140,4,21453.14,7.63,0.034,0.0286,1.43,3746.25
2025-09-02,C006,search,18830.77,92057,3115,140,2,20323.879999999997,6.05,0.0338,0.0143,1.08,9415.38
2025-09-02,C007,search,13487.94,59323,1449,117,3,22908.41,9.31,0.0244,0.0256,1.7,4495.98
2025-09-02,C008,search,16674.8,76209,1720,104,1,1699.69,9.69,0.0226,0.0096,0.1,16674.8
2025-09-02,C009,paid_social,16534.23,80826,1813,100,1,1076.43,9.12,0.0224,0.01,0.07,16534.23
2025-09-02,C010,paid_social,11695.87,68903,1579,140,2,16648.88,7.41,0.0229,0.0143,1.42,5847.94
2025-09-02,C011,paid_social,15880.99,84205,1487,118,3,10692.61,10.68,0.0177,0.0254,0.67,5293.66
2025-09-02,C012,paid_social,9385.41,48363,1031,95,1,4779.47,9.1,0.0213,0.0105,0.51,9385.41
2025-09-02,C013,paid_social,13259.69,65552,1027,86,1,4211.13,12.91,0.0157,0.0116,0.32,13259.69
2025-09-02,C014,paid_social,12322.76,61068,1019,96,1,1345.05,12.09,0.0167,0.0104,0.11,12322.76
2025-09-02,C015,paid_social,12559.26,64275,461,30,0,0.0,27.24,0.0072,0.0,0.0,0.0
2025-09-02,C016,paid_social,17738.78,90681,1285,132,0,0.0,13.8,0.0142,0.0,0.0,0.0
2025-09-02,C017,email,2013.12,41391,515,37,2,14287.88,3.91,0.0124,0.0541,7.1,1006.56
2025-09-02,C018,email,1717.31,32665,368,31,3,27303.49,4.67,0.0113,0.0968,15.9,572.44
2025-09-02,C019,email,1944.01,35466,382,38,1,2326.06,5.09,0.0108,0.0263,1.2,1944.01
2025-09-02,C020,email,2932.55,32458,253,15,0,0.0,11.59,0.0078,0.0,0.0,0.0
2025-09-02,C021,email,1738.06,20870,206,14,1,2858.45,8.44,0.0099,0.0714,1.64,1738.06
2025-09-02,C022,email,1771.31,27648,377,39,0,0.0,4.7,0.0136,0.0,0.0,0.0
2025-09-02,C023,email,1946.36,18258,282,22,0,0.0,6.9,0.0154,0.0,0.0,0.0
2025-09-02,C024,email,2277.76,32967,447,32,0,0.0,5.1,0.0136,0.0,0.0,0.0
2025-09-02,C025,referral,3349.05,15264,170,17,1,14773.81,19.7,0.0111,0.0588,4.41,3349.05
2025-09-02,C026,referral,2147.94,13443,204,16,1,9455.31,10.53,0.0152,0.0625,4.4,2147.94
2025-09-02,C027,referral,2095.47,15898,507,48,0,0.0,4.13,0.0319,0.0,0.0,0.0
2025-09-02,C028,referral,2108.54,18423,422,32,0,0.0,5.0,0.0229,0.0,0.0,0.0
2025-09-02,C029,referral,4703.35,8438,127,9,1,15499.8,37.03,0.0151,0.1111,3.3,4703.35
2025-09-02,C030,referral,3110.63,8807,191,18,0,0.0,16.29,0.0217,0.0,0.0,0.0
2025-09-02,C031,referral,2875.16,17120,388,26,1,7244.38,7.41,0.0227,0.0385,2.52,2875.16
2025-09-02,C032,referral,3371.16,7122,154,13,0,0.0,21.89,0.0216,0.0,0.0,0.0
2025-09-02,C033,organic,621.98,119128,1132,114,0,0.0,0.55,0.0095,0.0,0.0,0.0
2025-09-02,C034,organic,672.09,34899,418,34,0,0.0,1.61,0.012,0.0,0.0,0.0
2025-09-02,C035,organic,603.95,72359,1174,62,0,0.0,0.51,0.0162,0.0,0.0,0.0
2025-09-02,C036,organic,544.9,70634,251,13,0,0.0,2.17,0.0036,0.0,0.0,0.0
2025-09-02,C037,organic,607.91,43077,519,46,0,0.0,1.17,0.012,0.0,0.0,0.0
2025-09-02,C038,organic,591.46,76058,847,78,1,3887.61,0.7,0.0111,0.0128,6.57,591.46
2025-09-02,C039,organic,439.52,56208,681,51,1,5255.32,0.65,0.0121,0.0196,11.96,439.52
2025-09-02,C040,organic,554.97,40613,432,41,1,2276.94,1.28,0.0106,0.0244,4.1,554.97
2025-09-03,C001,search,14511.35,58965,1358,126,5,41751.25,10.69,0.023,0.0397,2.88,2902.27
2025-09-03,C002,search,15721.91,65870,2012,116,4,9322.63,7.81,0.0305,0.0345,0.59,3930.48
2025-09-03,C003,search,20267.79,75769,2265,140,3,19074.5,8.95,0.0299,0.0214,0.94,6755.93
2025-09-03,C004,search,20886.42,81021,3064,140,0,0.0,6.82,0.0378,0.0,0.0,0.0
2025-09-03,C005,search,15037.3,59082,2465,140,4,34066.66,6.1,0.0417,0.0286,2.27,3759.32
2025-09-03,C006,search,25160.45,93984,2737,140,2,14765.67,9.19,0.0291,0.0143,0.59,12580.22
2025-09-03,C007,search,24056.94,110507,3382,140,2,11668.130000000001,7.11,0.0306,0.0143,0.49,12028.47
2025-09-03,C008,search,18586.76,70012,1477,104,4,23201.57,12.58,0.0211,0.0385,1.25,4646.69
2025-09-03,C009,paid_social,12130.52,62195,1268,93,3,25144.39,9.57,0.0204,0.0323,2.07,4043.51
2025-09-03,C010,paid_social,12206.16,70194,1790,140,2,3843.9300000000003,6.82,0.0255,0.0143,0.31,6103.08
2025-09-03,C011,paid_social,14187.6,84926,1146,102,0,0.0,12.38,0.0135,0.0,0.0,0.0
2025-09-03,C012,paid_social,12998.33,69879,1385,132,3,14303.7,9.39,0.0198,0.0227,1.1,4332.78
2025-09-03,C013,paid_social,14460.47,67701,1147,78,1,8338.55,12.61,0.0169,0.0128,0.58,14460.47
2025-09-03,C014,paid_social,13343.32,79947,1450,95,1,13124.93,9.2,0.0181,0.0105,0.98,13343.32
2025-09-03,C015,paid_social,11728.77,61272,848,55,0,0.0,13.83,0.0138,0.0,0.0,0.0
2025-09-03,C016,paid_social,10829.66,56938,826,53,0,0.0,13.11,0.0145,0.0,0.0,0.0
2025-09-03,C017,email,2426.32,29872,285,25,2,13077.69,8.51,0.0095,0.08,5.39,1213.16
2025-09-03,C018,email,2665.12,24067,203,17,3,25482.41,13.13,0.0084,0.1765,9.56,888.37
2025-09-03,C019,email,1837.1,25754,315,18,0,0.0,5.83,0.0122,0.0,0.0,0.0
2025-09-03,C020,email,2117.59,43603,665,38,4,36281.11,3.18,0.0153,0.1053,17.13,529.4
2025-09-03,C021,email,1968.55,31611,209,15,0,0.0,9.42,0.0066,0.0,0.0,0.0
2025-09-03,C022,email,2276.55,28416,264,15,1,12264.11,8.62,0.0093,0.0667,5.39,2276.55
2025-09-03,C023,email,1558.1,41780,223,13,2,12680.54,6.99,0.0053,0.1538,8.14,779.05
2025-09-03,C024,email,2148.32,39006,332,18,2,18824.92,6.47,0.0085,0.1111,8.76,1074.16
2025-09-03,C025,referral,2755.89,16954,286,27,2,10905.34,9.64,0.0169,0.0741,3.96,1377.94
2025-09-03,C026,referral,4280.94,11602,251,21,0,0.0,17.06,0.0216,0.0,0.0,0.0
2025-09-03,C027,referral,4100.54,10329,222,12,1,7524.13,18.47,0.0215,0.0833,1.83,4100.54
2025-09-03,C028,referral,3044.77,12599,182,14,0,0.0,16.73,0.0144,0.0,0.0,0.0
2025-09-03,C029,referral,4495.47,20791,316,18,0,0.0,14.23,0.0152,0.0,0.0,0.0
2025-09-03,C030,referral,3652.76,6049,97,6,0,0.0,37.66,0.016,0.0,0.0,0.0
2025-09-03,C031,referral,2946.53,9208,245,14,1,8570.36,12.03,0.0266,0.0714,2.91,2946.53
2025-09-03,C032,referral,3410.4,23143,677,52,1,15846.67,5.04,0.0293,0.0192,4.65,3410.4
2025-09-03,C033,organic,503.51,44638,530,33,0,0.0,0.95,0.0119,0.0,0.0,0.0
2025-09-03,C034,organic,378.55,68579,710,49,0,0.0,0.53,0.0104,0.0,0.0,0.0
2025-09-03,C035,organic,441.91,91033,964,86,1,2118.85,0.46,0.0106,0.0116,4.79,441.91
2025-09-03,C036,organic,555.46,67740,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-03,C037,organic,470.99,95072,1147,90,0,0.0,0.41,0.0121,0.0,0.0,0.0
2025-09-03,C038,organic,395.61,102949,1384,133,0,0.0,0.29,0.0134,0.0,0.0,0.0
2025-09-03,C039,organic,305.98,115001,1343,122,3,22457.11,0.23,0.0117,0.0246,73.39,101.99
2025-09-03,C040,organic,509.98,55767,671,39,0,0.0,0.76,0.012,0.0,0.0,0.0
2025-09-04,C001,search,20549.1,86205,3087,140,8,46358.15,6.66,0.0358,0.0571,2.26,2568.64
2025-09-04,C002,search,14580.67,58209,1720,115,2,20301.36,8.48,0.0295,0.0174,1.39,7290.34
2025-09-04,C003,search,7559.95,37094,859,50,1,4265.85,8.8,0.0232,0.02,0.56,7559.95
2025-09-04,C004,search,15041.64,69155,1301,93,1,6577.53,11.56,0.0188,0.0108,0.44,15041.64
2025-09-04,C005,search,18723.89,75766,2284,140,4,31306.93,8.2,0.0301,0.0286,1.67,4680.97
2025-09-04,C006,search,23882.7,108001,3319,140,6,31928.43,7.2,0.0307,0.0429,1.34,3980.45
2025-09-04,C007,search,18713.31,92434,3066,140,6,31951.34,6.1,0.0332,0.0429,1.71,3118.88
2025-09-04,C008,search,19114.26,75682,1301,75,2,12160.04,14.69,0.0172,0.0267,0.64,9557.13
2025-09-04,C009,paid_social,11186.68,57719,1266,110,0,0.0,8.84,0.0219,0.0,0.0,0.0
2025-09-04,C010,paid_social,15517.42,80373,1685,140,1,699.99,9.21,0.021,0.0071,0.05,15517.42
2025-09-04,C011,paid_social,12608.35,67726,1018,87,3,22338.78,12.39,0.015,0.0345,1.77,4202.78
2025-09-04,C012,paid_social,13924.66,72878,1516,139,4,25613.41,9.19,0.0208,0.0288,1.84,3481.16
2025-09-04,C013,paid_social,17340.84,91384,2120,113,2,7453.139999999999,8.18,0.0232,0.0177,0.43,8670.42
2025-09-04,C014,paid_social,17504.92,95732,1701,124,2,10592.71,10.29,0.0178,0.0161,0.61,8752.46
2025-09-04,C015,paid_social,14746.31,67707,1107,88,2,5847.89,13.32,0.0163,0.0227,0.4,7373.16
2025-09-04,C016,paid_social,11511.56,66740,539,29,0,0.0,21.36,0.0081,0.0,0.0,0.0
2025-09-04,C017,email,2107.11,43181,312,26,0,0.0,6.75,0.0072,0.0,0.0,0.0
2025-09-04,C018,email,1856.83,30094,366,34,0,0.0,5.07,0.0122,0.0,0.0,0.0
2025-09-04,C019,email,1973.86,52843,419,43,1,2272.83,4.71,0.0079,0.0233,1.15,1973.86
2025-09-04,C020,email,2151.28,37838,436,39,1,6911.52,4.93,0.0115,0.0256,3.21,2151.28
2025-09-04,C021,email,937.37,48344,637,39,2,15502.650000000001,1.47,0.0132,0.0513,16.54,468.68
2025-09-04,C022,email,1473.92,45504,490,34,0,0.0,3.01,0.0108,0.0,0.0,0.0
2025-09-04,C023,email,1908.07,36796,274,29,2,11241.92,6.96,0.0074,0.069,5.89,954.04
2025-09-04,C024,email,3518.47,15847,172,11,1,5618.32,20.46,0.0109,0.0909,1.6,3518.47
2025-09-04,C025,referral,3308.75,11716,245,18,1,3513.44,13.51,0.0209,0.0556,1.06,3308.75
2025-09-04,C026,referral,3080.92,8282,77,6,0,0.0,40.01,0.0093,0.0,0.0,0.0
2025-09-04,C027,referral,4583.29,13809,212,15,0,0.0,21.62,0.0154,0.0,0.0,0.0
2025-09-04,C028,referral,3864.01,19814,271,28,0,0.0,14.26,0.0137,0.0,0.0,0.0
2025-09-04,C029,referral,4311.05,6129,122,13,0,0.0,35.34,0.0199,0.0,0.0,0.0
2025-09-04,C030,referral,3456.62,17637,533,37,2,16758.53,6.49,0.0302,0.0541,4.85,1728.31
2025-09-04,C031,referral,4152.73,18142,323,20,0,0.0,12.86,0.0178,0.0,0.0,0.0
2025-09-04,C032,referral,2846.06,24835,708,44,0,0.0,4.02,0.0285,0.0,0.0,0.0
2025-09-04,C033,organic,478.14,80002,711,50,0,0.0,0.67,0.0089,0.0,0.0,0.0
2025-09-04,C034,organic,444.73,126199,268,25,0,0.0,1.66,0.0021,0.0,0.0,0.0
2025-09-04,C035,organic,518.23,115934,1535,140,2,13293.240000000002,0.34,0.0132,0.0143,25.65,259.12
2025-09-04,C036,organic,494.95,99394,1719,140,1,8096.77,0.29,0.0173,0.0071,16.36,494.95
2025-09-04,C037,organic,464.94,75151,675,61,0,0.0,0.69,0.009,0.0,0.0,0.0
2025-09-04,C038,organic,503.95,111983,1324,111,0,0.0,0.38,0.0118,0.0,0.0,0.0
2025-09-04,C039,organic,499.04,45135,609,33,1,8389.99,0.82,0.0135,0.0303,16.81,499.04
2025-09-04,C040,organic,672.46,49826,17,2,0,0.0,39.56,0.0003,0.0,0.0,0.0
2025-09-05,C001,search,25689.37,124244,3948,140,3,18880.11,6.51,0.0318,0.0214,0.73,8563.12
2025-09-05,C002,search,23792.77,118402,2729,140,5,46463.75,8.72,0.023,0.0357,1.95,4758.55
2025-09-05,C003,search,18161.25,85448,1115,64,1,1158.27,16.29,0.013,0.0156,0.06,18161.25
2025-09-05,C004,search,15991.07,76679,2345,140,2,15159.84,6.82,0.0306,0.0143,0.95,7995.54
2025-09-05,C005,search,10318.43,45461,1947,140,7,49201.87,5.3,0.0428,0.05,4.77,1474.06
2025-09-05,C006,search,14478.9,69491,1971,140,6,34023.56,7.35,0.0284,0.0429,2.35,2413.15
2025-09-05,C007,search,16428.67,64687,2417,140,5,30851.760000000002,6.8,0.0374,0.0357,1.88,3285.73
2025-09-05,C008,search,18655.89,90610,3185,140,2,17062.91,5.86,0.0352,0.0143,0.91,9327.94
2025-09-05,C009,paid_social,21130.52,106090,1661,138,2,18663.93,12.72,0.0157,0.0145,0.88,10565.26
2025-09-05,C010,paid_social,10394.97,47289,563,33,2,4785.34,18.46,0.0119,0.0606,0.46,5197.48
2025-09-05,C011,paid_social,17859.31,95406,1880,129,3,17884.6,9.5,0.0197,0.0233,1.0,5953.1
2025-09-05,C012,paid_social,13519.62,70396,1215,100,0,0.0,11.13,0.0173,0.0,0.0,0.0
2025-09-05,C013,paid_social,10521.4,49811,1137,94,2,13011.61,9.25,0.0228,0.0213,1.24,5260.7
2025-09-05,C014,paid_social,10736.36,59361,739,70,1,3585.94,14.53,0.0124,0.0143,0.33,10736.36
2025-09-05,C015,paid_social,18898.84,112299,984,88,1,7576.89,19.21,0.0088,0.0114,0.4,18898.84
2025-09-05,C016,paid_social,8623.75,47862,1026,95,1,6547.92,8.41,0.0214,0.0105,0.76,8623.75
2025-09-05,C017,email,2018.98,28511,335,27,0,0.0,6.03,0.0117,0.0,0.0,0.0
2025-09-05,C018,email,1863.51,53182,249,19,0,0.0,7.48,0.0047,0.0,0.0,0.0
2025-09-05,C019,email,2172.08,26230,210,13,1,8214.96,10.34,0.008,0.0769,3.78,2172.08
2025-09-05,C020,email,2443.15,45865,588,34,1,2900.81,4.16,0.0128,0.0294,1.19,2443.15
2025-09-05,C021,email,2584.73,18957,288,22,2,12998.04,8.97,0.0152,0.0909,5.03,1292.36
2025-09-05,C022,email,2034.97,17986,90,8,0,0.0,22.61,0.005,0.0,0.0,0.0
2025-09-05,C023,email,2642.07,58589,481,41,2,7566.590000000001,5.49,0.0082,0.0488,2.86,1321.04
2025-09-05,C024,email,1682.71,45616,698,67,1,4589.88,2.41,0.0153,0.0149,2.73,1682.71
2025-09-05,C025,referral,2341.92,20301,395,36,0,0.0,5.93,0.0195,0.0,0.0,0.0
2025-09-05,C026,referral,3735.86,5739,96,7,0,0.0,38.92,0.0167,0.0,0.0,0.0
2025-09-05,C027,referral,4464.16,8976,124,8,1,4199.02,36.0,0.0138,0.125,0.94,4464.16
2025-09-05,C028,referral,4280.5,14222,325,22,0,0.0,13.17,0.0229,0.0,0.0,0.0
2025-09-05,C029,referral,5388.4,12108,232,19,0,0.0,23.23,0.0192,0.0,0.0,0.0
2025-09-05,C030,referral,3719.63,12144,119,13,1,9348.91,31.26,0.0098,0.0769,2.51,3719.63
2025-09-05,C031,referral,4277.22,19311,400,30,1,6737.89,10.69,0.0207,0.0333,1.58,4277.22
2025-09-05,C032,referral,3181.53,20604,366,31,2,20074.94,8.69,0.0178,0.0645,6.31,1590.76
2025-09-05,C033,organic,553.84,126249,1165,94,3,20860.510000000002,0.48,0.0092,0.0319,37.67,184.61
2025-09-05,C034,organic,641.1,60712,721,73,0,0.0,0.89,0.0119,0.0,0.0,0.0
2025-09-05,C035,organic,723.96,118071,1300,81,0,0.0,0.56,0.011,0.0,0.0,0.0
2025-09-05,C036,organic,500.11,90396,920,63,2,10138.84,0.54,0.0102,0.0317,20.27,250.06
2025-09-05,C037,organic,769.44,127423,1373,99,0,0.0,0.56,0.0108,0.0,0.0,0.0
2025-09-05,C038,organic,801.93,100364,736,57,2,6324.98,1.09,0.0073,0.0351,7.89,400.96
2025-09-05,C039,organic,550.99,43456,234,14,0,0.0,2.35,0.0054,0.0,0.0,0.0
2025-09-05,C040,organic,494.33,37687,475,42,0,0.0,1.04,0.0126,0.0,0.0,0.0
2025-09-06,C001,search,21232.22,102486,2942,140,4,34059.56,7.22,0.0287,0.0286,1.6,5308.06
2025-09-06,C002,search,20392.4,101623,2014,140,1,1134.98,10.13,0.0198,0.0071,0.06,20392.4
2025-09-06,C003,search,13025.89,54164,1886,140,2,17963.65,6.91,0.0348,0.0143,1.38,6512.94
2025-09-06,C004,search,26033.58,100840,2009,140,1,9077.28,12.96,0.0199,0.0071,0.35,26033.58
2025-09-06,C005,search,23092.6,110370,1987,140,2,23749.95,11.62,0.018,0.0143,1.03,11546.3
2025-09-06,C006,search,29504.53,119428,5668,140,2,26484.820000000003,5.21,0.0475,0.0143,0.9,14752.26
2025-09-06,C007,search,20659.55,94023,2471,140,3,10015.84,8.36,0.0263,0.0214,0.48,6886.52
2025-09-06,C008,search,20536.74,89533,1759,140,5,43101.009999999995,11.68,0.0196,0.0357,2.1,4107.35
2025-09-06,C009,paid_social,20122.09,101737,1226,140,2,4524.950000000001,16.41,0.0121,0.0143,0.22,10061.04
2025-09-06,C010,paid_social,15053.14,72277,1855,111,1,4016.97,8.11,0.0257,0.009,0.27,15053.14
2025-09-06,C011,paid_social,21015.07,97816,2118,140,2,14273.960000000001,9.92,0.0217,0.0143,0.68,10507.54
2025-09-06,C012,paid_social,14361.69,85600,1655,127,1,7850.6,8.68,0.0193,0.0079,0.55,14361.69
2025-09-06,C013,paid_social,18519.6,97355,1461,140,2,6916.0199999999995,12.68,0.015,0.0143,0.37,9259.8
2025-09-06,C014,paid_social,19716.04,92743,900,68,0,0.0,21.91,0.0097,0.0,0.0,0.0
2025-09-06,C015,paid_social,19188.25,107170,1648,140,2,12077.24,11.64,0.0154,0.0143,0.63,9594.12
2025-09-06,C016,paid_social,17460.9,87692,1569,140,0,0.0,11.13,0.0179,0.0,0.0,0.0
2025-09-06,C017,email,2030.77,22011,223,19,0,0.0,9.11,0.0101,0.0,0.0,0.0
2025-09-06,C018,email,1653.95,51568,775,61,3,15380.7,2.13,0.015,0.0492,9.3,551.32
2025-09-06,C019,email,1811.15,31462,351,37,4,20979.45,5.16,0.0112,0.1081,11.58,452.79
2025-09-06,C020,email,2002.09,23067,364,42,0,0.0,5.5,0.0158,0.0,0.0,0.0
2025-09-06,C021,email,2184.29,20584,246,24,2,11680.75,8.88,0.012,0.0833,5.35,1092.14
2025-09-06,C022,email,1595.58,17217,210,13,1,3802.36,7.6,0.0122,0.0769,2.38,1595.58
2025-09-06,C023,email,2408.73,26029,451,52,0,0.0,5.34,0.0173,0.0,0.0,0.0
2025-09-06,C024,email,3309.59,41277,317,31,2,18122.660000000003,10.44,0.0077,0.0645,5.48,1654.8
2025-09-06,C025,referral,4293.84,7809,183,12,0,0.0,23.46,0.0234,0.0,0.0,0.0
2025-09-06,C026,referral,3260.69,18898,562,34,2,25090.79,5.8,0.0297,0.0588,7.69,1630.34
2025-09-06,C027,referral,4918.74,17394,588,65,0,0.0,8.37,0.0338,0.0,0.0,0.0
2025-09-06,C028,referral,3354.01,8796,187,13,0,0.0,17.94,0.0213,0.0,0.0,0.0
2025-09-06,C029,referral,3402.39,10393,307,19,0,0.0,11.08,0.0295,0.0,0.0,0.0
2025-09-06,C030,referral,3314.5,14369,191,22,0,0.0,17.35,0.0133,0.0,0.0,0.0
2025-09-06,C031,referral,3299.46,9538,145,13,1,4285.43,22.75,0.0152,0.0769,1.3,3299.46
2025-09-06,C032,referral,4195.59,5982,105,10,0,0.0,39.96,0.0176,0.0,0.0,0.0
2025-09-06,C033,organic,782.45,103565,1160,89,0,0.0,0.67,0.0112,0.0,0.0,0.0
2025-09-06,C034,organic,528.58,78544,398,31,0,0.0,1.33,0.0051,0.0,0.0,0.0
2025-09-06,C035,organic,426.94,100417,1815,140,1,13133.03,0.24,0.0181,0.0071,30.76,426.94
2025-09-06,C036,organic,504.43,132659,1616,140,1,3368.24,0.31,0.0122,0.0071,6.68,504.43
2025-09-06,C037,organic,516.62,91783,736,47,0,0.0,0.7,0.008,0.0,0.0,0.0
2025-09-06,C038,organic,701.6,86937,334,35,1,1592.09,2.1,0.0038,0.0286,2.27,701.6
2025-09-06,C039,organic,427.27,86150,217,23,0,0.0,1.97,0.0025,0.0,0.0,0.0
2025-09-06,C040,organic,431.66,132060,1138,92,3,13464.650000000001,0.38,0.0086,0.0326,31.19,143.89
2025-09-07,C001,search,17934.08,70900,2438,140,6,32141.36,7.36,0.0344,0.0429,1.79,2989.01
2025-09-07,C002,search,30784.71,118772,4143,140,3,21137.02,7.43,0.0349,0.0214,0.69,10261.57
2025-09-07,C003,search,19013.87,93252,2883,140,5,24718.27,6.6,0.0309,0.0357,1.3,3802.77
2025-09-07,C004,search,15059.45,70159,2132,140,7,53179.75,7.06,0.0304,0.05,3.53,2151.35
2025-09-07,C005,search,16377.1,78203,2093,140,3,24497.61,7.82,0.0268,0.0214,1.5,5459.03
2025-09-07,C006,search,21527.15,101316,2701,140,4,35801.119999999995,7.97,0.0267,0.0286,1.66,5381.79
2025-09-07,C007,search,22804.28,94252,2070,140,4,25894.56,11.02,0.022,0.0286,1.14,5701.07
2025-09-07,C008,search,26061.85,118949,3449,140,3,21563.9,7.56,0.029,0.0214,0.83,8687.28
2025-09-07,C009,paid_social,20546.76,119935,3022,140,3,19641.48,6.8,0.0252,0.0214,0.96,6848.92
2025-09-07,C010,paid_social,18674.58,92059,2125,140,1,863.26,8.79,0.0231,0.0071,0.05,18674.58
2025-09-07,C011,paid_social,18894.18,113523,2134,140,0,0.0,8.85,0.0188,0.0,0.0,0.0
2025-09-07,C012,paid_social,23156.85,132342,2020,140,0,0.0,11.46,0.0153,0.0,0.0,0.0
2025-09-07,C013,paid_social,23440.85,129132,2594,140,4,28406.78,9.04,0.0201,0.0286,1.21,5860.21
2025-09-07,C014,paid_social,21104.41,113739,2044,140,2,14430.58,10.33,0.018,0.0143,0.68,10552.2
2025-09-07,C015,paid_social,20784.52,99411,2147,140,0,0.0,9.68,0.0216,0.0,0.0,0.0
2025-09-07,C016,paid_social,22692.39,103462,1916,140,5,29572.07,11.84,0.0185,0.0357,1.3,4538.48
2025-09-07,C017,email,1671.59,42742,389,45,1,4646.33,4.3,0.0091,0.0222,2.78,1671.59
2025-09-07,C018,email,2552.83,28287,375,37,1,4221.34,6.81,0.0133,0.027,1.65,2552.83
2025-09-07,C019,email,1991.9,41748,790,80,1,4818.75,2.52,0.0189,0.0125,2.42,1991.9
2025-09-07,C020,email,2732.45,55854,864,101,3,22473.940000000002,3.16,0.0155,0.0297,8.22,910.82
2025-09-07,C021,email,2975.68,49002,817,55,4,12985.99,3.64,0.0167,0.0727,4.36,743.92
